Date	        Soybean	Corn	        CrudeOil DXY	        S&P500
14/03/16	904.25	393.5		45.14	96.620003	2019.640015
15/03/16	901.75	394.75		44.63	96.629997	2015.930054
16/03/16	902.25	393.75		45.75	95.889999	2027.219971
17/03/16	907.5	394.5		46.37	94.760002	2040.589966
18/03/16	906	393.5		46.36	94.989998	2049.580078
21/03/16	909.5	394.75		46.6	95.290001	2051.600098
22/03/16	915	394.75		46.88	95.650002	2049.800049
23/03/16	910	393.25		45.93	96.050003	2036.709961
24/03/16	913.75	394.25		45.7	96.139999	2035.939941
28/03/16	912.75	394.5		45.38	95.940002	2037.050049
29/03/16	918.75	396		44.94	95.160004	2055.01001
30/03/16	914.5	390.5		45.46	94.839996	2063.949951
31/03/16	916	384		45.61	94.589996	2059.73999
01/04/16	927.25	386		44.08	94.620003	2072.780029
04/04/16	926.5	386		42.98	94.510002	2066.129883
05/04/16	920.25	388.25		42.61	94.629997	2045.170044
06/04/16	922.25	388.5		44.06	94.43		2066.659912
07/04/16	920	390.5		43.46	94.480003	2041.910034
08/04/16	928	391.75		45.53	94.239998	2047.599976
11/04/16	937	386.25		46.29	93.949997	2041.98999
12/04/16	941.5	390.25		47.52	93.959999	2061.719971
13/04/16	956.5	400		47.41	94.739998	2082.419922
14/04/16	950	400.75		46.92	94.900002	2082.780029
15/04/16	955.25	404		45.93	94.699997	2080.72998
18/04/16	951.5	404.25		45.65	94.489998	2094.340088
19/04/16	963	409.25		46.52	93.980003	2100.800049
20/04/16	956.5	413.25		47.93	94.489998	2102.399902
21/04/16	959.25	404.75		47.29	94.599998	2091.47998
22/04/16	954.25	394.75		47.96	95.120003	2091.580078
25/04/16	958.25	403.25		47.55	94.839996	2087.790039
26/04/16	967	411		48.41	94.57		2091.699951
27/04/16	957.5	407.75		49.44	94.389999	2095.149902
28/04/16	956.5	409.25		49.79	93.760002	2075.810059
29/04/16	958	408.5		49.5	93.080002	2065.300049
02/05/16	967.75	409.75		48.55	92.629997	2081.429932
03/05/16	957.25	402.75		47.89	92.940002	2063.370117
04/05/16	962.5	401.25		47.81	93.18		2051.120117
05/05/16	955.75	397.25		48.11	93.779999	2050.629883
06/05/16	972.5	400		48.7	93.889999	2057.139893
09/05/16	966.5	394.5		47.49	94.150002	2058.689941
10/05/16	979.25	404.75		48.82	94.290001	2084.389893
11/05/16	975	402.5		50.14	93.82		2064.459961
12/05/16	963.25	411.5		50.29	94.139999	2064.110107
13/05/16	959	413.5		49.69	94.610001	2046.609985
16/05/16	961.5	414.25		50.49	94.57		2066.659912
17/05/16	971.75	415.5		51.02	94.550003	2047.209961
18/05/16	967.25	415.5		51.07	95.080002	2047.630005
19/05/16	965.75	408.25		51.01	95.290001	2040.040039
20/05/16	960.25	408		50.79	95.309998	2052.320068
23/05/16	952.5	409.5		50.74	95.230003	2048.040039
24/05/16	945	408		51.1	95.57		2076.060059
25/05/16	957.25	410.25		51.75	95.349998	2090.540039
26/05/16	963.25	411.75		51.79	95.169998	2090.100098
27/05/16	970.75	413.75		51.94	95.519997	2099.060059
31/05/16	972	408.25		51.82	95.889999	2096.949951
01/06/16	973	415		51.82	95.459999	2099.330078
02/06/16	973	414.75		52.07	95.559998	2105.26001
03/06/16	978.25	417		51.53	94.029999	2099.129883
06/06/16	991.25	420		52.42	93.900002	2109.409912
07/06/16	995.75	419.75		53.1	93.830002	2112.129883
08/06/16	1005.5	420.5		53.85	93.589996	2119.120117
09/06/16	1003.5	414.5		53.52	94.099998	2115.47998
10/06/16	1004.5	411.25		52.39	94.599998	2096.070068
13/06/16	1010.75	414		52.26	94.370003	2079.060059
14/06/16	1003.25	415.75		51.78	94.93		2075.320068
15/06/16	998.75	410.5		51.26	94.610001	2071.5
16/06/16	984.25	409.75		49.77	94.57		2077.98999
17/06/16	992.25	416.75		51.48	94.209999	2071.219971
20/06/16	986.5	411.25		52.75	93.610001	2083.25
21/06/16	973.25	406.25		52.99	94.019997	2088.899902
22/06/16	970.75	400.25		52.68	93.720001	2085.449951
23/06/16	970.5	398.25		53.67	93.529999	2113.320068
24/06/16	963.25	396.5		51.49	95.449997	2037.410034
27/06/16	973.25	396.5		50.62	96.540001	2000.540039
28/06/16	986	393		52.36	96.25		2036.089966
29/06/16	981.75	386.5		54.34	95.769997	2070.77002
30/06/16	993.5	388.75		52.91	96.139999	2098.860107
01/07/16	983.25	388		53.87	95.650002	2102.949951
05/07/16	959.25	382.75		52.03	96.169998	2088.550049
06/07/16	963.25	376.5		52.94	96.059998	2099.72998
07/07/16	939.75	376.5		50.93	96.330002	2097.899902
08/07/16	959.5	385.5		51.36	96.300003	2129.899902
11/07/16	954.5	379.75		51.32	96.57		2137.159912
12/07/16	977.25	384.75		52.88	96.440002	2152.139893
13/07/16	982	388.75		50.99	96.220001	2152.429932
14/07/16	961.25	386.25		51.64	96.080002	2163.75
15/07/16	956.75	381.25		51.42	96.580002	2161.73999
18/07/16	966.5	386.5		50.87	96.559998	2166.889893
19/07/16	947	376.5		51	97.050003	2163.780029
20/07/16	945	374.75		51.52	97.199997	2173.02002
21/07/16	945.25	373.25		50.61	97		2165.169922
22/07/16	935.75	373		50.11	97.470001	2175.030029
25/07/16	917	371.75		49.47	97.290001	2168.47998
26/07/16	923.75	369.75		49.32	97.160004	2169.179932
27/07/16	928.25	370.25		48.17	97.050003	2166.580078
28/07/16	919.75	368.25		47.36	96.739998	2170.060059
29/07/16	935.25	372.5		47.77	95.529999	2173.600098
01/08/16	912.75	366.5		46.6	95.709999	2170.840088
02/08/16	911.25	370		46.22	95.059998	2157.030029
03/08/16	915.5	372.5		47.14	95.559998	2163.790039
04/08/16	916.25	370		47.87	95.760002	2164.25
05/08/16	925.75	372.25		47.88	96.190002	2182.870117
08/08/16	930.25	373		48.73	96.400002	2180.889893
09/08/16	929.75	371.25		48.48	96.18		2181.73999
10/08/16	928.5	372.25		47.95	95.650002	2175.48999
11/08/16	932	372.25		49.39	95.860001	2185.790039
12/08/16	931	373.75		50.08	95.720001	2184.050049
15/08/16	944	376		51.03	95.629997	2190.149902
16/08/16	937.75	375.75		51.72	94.790001	2178.149902
17/08/16	944.75	378.5		52.3	94.720001	2182.219971
18/08/16	947.25	381.25		53.29	94.160004	2187.02002
19/08/16	946.25	382.5		53.36	94.510002	2183.870117
22/08/16	955.75	381		51.97	94.519997	2182.639893
23/08/16	953.75	377.25		52.73	94.540001	2186.899902
24/08/16	948.75	376		51.78	94.790001	2175.439941
25/08/16	931.5	373		52.29	94.769997	2172.469971
26/08/16	932.5	366.75		52.54	95.57		2169.040039
29/08/16	932	363.75		51.89	95.580002	2180.379883
30/08/16	922.5	359.75		51.26	96.050003	2176.120117
31/08/16	917	359.5		49.56	96.019997	2170.949951
01/09/16	920.25	366.25		48.2	95.650002	2170.860107
02/09/16	927.25	369.75		49.44	95.879997	2179.97998
06/09/16	932	371		49.96	94.82		2186.47998
07/09/16	940.5	374.5		50.79	94.959999	2186.159912
08/09/16	943.5	379.25		52.65	95.029999	2181.300049
09/09/16	947.75	381.25		50.9	95.339996	2127.810059
12/09/16	942.25	380.75		51.3	95.099998	2159.040039
13/09/16	930.75	372		50.36	95.629997	2127.02002
14/09/16	930.75	373.25		49.27	95.330002	2125.77002
15/09/16	939	370.75		49.8	95.290001	2147.26001
16/09/16	952.75	376.75		49.04	96.110001	2139.159912
19/09/16	959.75	377.5		49.22	95.839996	2139.120117
20/09/16	973	380.25		49.24	96.019997	2139.76001
21/09/16	964.5	379.5		49.95	95.660004	2163.120117
22/09/16	964.5	376.5		50.88	95.449997	2177.179932
23/09/16	949.25	375.75		49.32	95.480003	2164.689941
26/09/16	945.25	369.5		50.58	95.309998	2146.100098
27/09/16	952.75	372		49.44	95.440002	2159.929932
28/09/16	948	369.25		51.43	95.43		2171.370117
29/09/16	951.25	368.75		51.92	95.540001	2151.129883
30/09/16	953.25	376.5		52.36	95.459999	2168.27002
03/10/16	971.5	384.25		52.99	95.75		2161.199951
04/10/16	966.75	387		53.06	96.120003	2150.48999
05/10/16	963	386.5		53.82	96.129997	2159.72998
06/10/16	961.75	380		54.21	96.660004	2160.77002
07/10/16	960	379.5		53.83	96.519997	2153.73999
10/10/16	961.75	383		54.79	96.519997	2163.659912
11/10/16	962.25	384.25		54.15	97.699997	2136.72998
12/10/16	954.5	377.25		53.72	97.970001	2139.179932
13/10/16	964.25	388.25		53.97	97.519997	2132.550049
14/10/16	968.75	391		53.82	98.019997	2132.97998
17/10/16	981.25	391		53.68	97.889999	2126.5
18/10/16	978.25	391		54.03	97.900002	2139.600098
19/10/16	985.75	393.75		54.84	97.870003	2144.290039
20/10/16	980.5	388.25		53.98	98.32		2141.340088
21/10/16	985.75	389		54.48	98.699997	2141.159912
24/10/16	991.5	386.25		54.53	98.669998	2151.330078
25/10/16	993.5	387		53.99	98.720001	2143.159912
26/10/16	1003.75	390.25		53.13	98.629997	2139.429932
27/10/16	1003.5	393		53.44	98.889999	2133.040039
28/10/16	994.25	390.25		52.62	98.349998	2126.409912
31/10/16	994.5	389.75		50.96	98.449997	2126.149902
01/11/16	983	386.25		50.83	97.699997	2111.719971
02/11/16	978.5	384.25		49.88	97.400002	2097.939941
03/11/16	981.75	386		49.36	97.160004	2088.659912
04/11/16	982.5	387		48.86	97.07		2085.179932
07/11/16	988.25	384.75		49.63	97.779999	2131.52002
08/11/16	995	391.75		49.91	97.860001	2139.560059
09/11/16	985.5	380.25		50.4	98.5		2163.26001
10/11/16	993.75	382		49.98	98.790001	2167.47998
11/11/16	984	379.5		48.7	98.790001	2164.449951
14/11/16	981.25	375.75		48.15	100.110001	2164.199951
15/11/16	986.25	379.25		50.17	100.190002	2180.389893
16/11/16	987	376.25		49.97	100.410004	2176.939941
17/11/16	993	378.5		50.16	100.889999	2187.120117
18/11/16	992.75	382		50.46	101.209999	2181.899902
21/11/16	1009.75	386		52.18	101.050003	2198.179932
22/11/16	1016.25	387.25		52.33	101.040001	2202.939941
23/11/16	1016.5	387.75		52.24	101.699997	2204.719971
25/11/16	1026.5	387.5		50.56	101.489998	2213.350098
28/11/16	1034	388		51.46	101.330002	2201.719971
29/11/16	1025.5	379.75		49.71	100.93		2204.659912
30/11/16	1018	379.75		53.25	101.5		2198.810059
01/12/16	1013.5	375		54.21	101.040001	2191.080078
02/12/16	1015	377.75		55.03	100.769997	2191.949951
05/12/16	1024.5	389.25		55.62	100.139999	2204.709961
06/12/16	1027.5	389.5		54.91	100.489998	2212.22998
07/12/16	1032	387		54.15	100.230003	2241.350098
08/12/16	1013	383.25		54.66	101.07		2246.189941
09/12/16	1025	388.5		55.08	101.57		2259.530029
12/12/16	1022	389.25		55.89	100.959999	2256.959961
13/12/16	1020	389.25		56.23	101.029999	2271.719971
14/12/16	1016	390		55.03	102		2253.280029
15/12/16	1016.25	386		55.01	103.129997	2262.030029
16/12/16	1019.75	386.5		55.72	102.949997	2258.070068
19/12/16	1012	384.25		55.75	103.139999	2262.530029
20/12/16	996.75	381.75		56.35	103.290001	2270.76001
21/12/16	997.5	378.25		55.65	103.019997	2265.179932
22/12/16	987.5	377.75		56.13	103.059998	2260.959961
23/12/16	981.25	376.25		56.25	102.970001	2263.790039
27/12/16	1002.5	384.25		56.92	103.019997	2268.879883
28/12/16	996	378.25		57.11	103.260002	2249.919922
29/12/16	993.5	379.25		57.1	102.68		2249.26001
30/12/16	989.25	380		57.05	102.389999	2238.830078
03/01/17	983.25	383.5		56.04	103.209999	2257.830078
04/01/17	998.75	386.75		57.03	102.699997	2270.75
05/01/17	996.25	388.5		57.39	101.519997	2269
06/01/17	982.5	385.5		57.62	102.220001	2276.97998
09/01/17	993.75	387.5		56.02	101.93		2268.899902
10/01/17	1000	386.5		54.99	102.010002	2268.899902
11/01/17	998	385.75		56.21	101.779999	2275.320068
12/01/17	1016.5	386		56.99	101.349998	2270.439941
13/01/17	1018.5	386.25		56.29	101.18		2274.639893
17/01/17	1020	392.5		56.23	100.330002	2267.889893
18/01/17	1028.25	391.75		54.89	100.93		2271.889893
19/01/17	1029.75	393.5		55.02	101.150002	2263.689941
20/01/17	1028.75	395.75		56.04	100.739998	2271.310059
23/01/17	1025.25	396		55.66	100.160004	2265.199951
24/01/17	1026	391		55.82	100.349998	2280.070068
25/01/17	1025.5	393.75		55.35	100.029999	2298.370117
26/01/17	1023.25	390.75		56.16	100.379997	2296.679932
27/01/17	1025.25	389.25		55.43	100.529999	2294.689941
30/01/17	1004	385.5		55.13	100.43		2280.899902
31/01/17	1001	387.25		55.25	99.510002	2278.870117
01/02/17	1012	396.25		56.09	99.639999	2279.550049
02/02/17	1018.5	394.5		55.84	99.849998	2280.850098
03/02/17	1009.75	392.75		56.21	99.870003	2297.419922
06/02/17	1017	392		55.47	99.910004	2292.560059
07/02/17	1019.5	396.25		54.58	100.260002	2293.080078
08/02/17	1028.25	397.5		54.64	100.279999	2294.669922
09/02/17	1026	395.75		55.13	100.650002	2307.870117
10/02/17	1030	399.25		55.98	100.800003	2316.100098
13/02/17	1027.25	399.5		55.1	100.959999	2328.25
14/02/17	1023	399.5		55.29	101.25		2337.580078
15/02/17	1034.25	402.75		55.01	101.18		2349.25
16/02/17	1024	399		54.81	100.440002	2347.219971
17/02/17	1018.25	394.25		54.82	100.949997	2351.159912
21/02/17	1014.5	395.75		55.04	101.370003	2365.379883
22/02/17	1013.5	397.25		54.56	101.330002	2362.820068
23/02/17	1004.5	391.75		55.25	101.050003	2363.810059
24/02/17	1007	391		54.92	101.089996	2367.340088
27/02/17	1006.25	388.75		55.09	101.129997	2369.75
28/02/17	1018.25	393.75		55.29	101.120003	2363.639893
01/03/17	1032.25	401.25		55.17	101.779999	2395.959961
02/03/17	1021.75	398.5		54.11	102.199997	2381.919922
03/03/17	1022	399.25		54.79	101.540001	2383.120117
06/03/17	1021.75	398		54.86	101.639999	2375.310059
07/03/17	1013.5	396		54.76	101.809998	2368.389893
08/03/17	1010.25	392.75		52.13	102.07		2362.97998
09/03/17	1004.5	388.25		51.22	101.849998	2364.870117
10/03/17	999.75	386.5		50.39	101.25		2372.600098
13/03/17	1002.25	383.5		50.38	101.379997	2373.469971
14/03/17	994.5	384.25		49.89	101.699997	2365.449951
15/03/17	993	385		50.63	100.739998	2385.26001
16/03/17	995.5	387.5		50.41	100.269997	2381.379883
17/03/17	993.5	389.75		50.51	100.300003	2378.25
20/03/17	993.5	386.25		50.36	100.410004	2373.469971
21/03/17	998.25	384.5		49.91	99.809998	2344.02002
22/03/17	998.75	382		49.73	99.68		2348.449951
23/03/17	991.25	380		49.39	99.760002	2345.959961
24/03/17	977	379.5		49.6	99.629997	2343.97998
27/03/17	971	380		49.54	99.169998	2341.590088
28/03/17	972.25	381.75		50.01	99.709999	2358.570068
29/03/17	968	382		50.96	100		2361.129883
30/03/17	963.25	381		51.72	100.410004	2368.060059
31/03/17	954	388.25		52.03	100.349998	2362.719971
03/04/17	950.25	392		51.85	100.540001	2358.840088
04/04/17	949	387.75		52.64	100.540001	2360.159912
05/04/17	954	389.25		52.68	100.559998	2352.949951
06/04/17	950.75	386		53.12	100.669998	2357.48999
07/04/17	949.5	384.5		53.52	101.18		2355.540039
10/04/17	949.75	391		54.37	101.019997	2357.159912
11/04/17	948.5	390.5		54.69	100.709999	2353.780029
12/04/17	955.5	392.5		54.56	100.779999	2344.929932
13/04/17	961.75	394.5		54.67	100.559998	2328.949951
17/04/17	962.25	390.25		54.26	100.300003	2349.01001
18/04/17	956.75	386.25		54.01	99.5		2342.189941
19/04/17	958.25	386.5		52.05	99.739998	2338.169922
20/04/17	953.75	382.5		51.99	99.779999	2355.840088
21/04/17	959.5	382		51.01	99.980003	2348.689941
24/04/17	967.5	383.5		50.63	99.089996	2374.149902
25/04/17	961.75	389		50.81	98.82		2388.610107
26/04/17	954	384.25		50.84	98.959999	2387.449951
27/04/17	954.5	386.75		50.18	99.080002	2388.77002
28/04/17	953.25	385		50.46	99.050003	2384.199951
01/05/17	964.5	394.5		50.03	99.139999	2388.330078
02/05/17	964.75	390		48.93	98.980003	2391.169922
03/05/17	970	392.25		49.14	99.209999	2388.129883
04/05/17	964.75	384.5		47	98.760002	2389.52002
05/05/17	966.5	388.5		47.75	98.650002	2399.290039
08/05/17	961.25	384.25		48.07	99.150002	2399.379883
09/05/17	967.5	385		47.48	99.589996	2396.919922
10/05/17	966.75	391.5		48.77	99.669998	2399.629883
11/05/17	964	387.25		49.23	99.620003	2394.439941
12/05/17	959.75	388.75		49.08	99.25		2390.899902
15/05/17	960.75	385.25		49.94	98.910004	2402.320068
16/05/17	967.75	385.5		49.95	98.110001	2400.669922
17/05/17	967.75	389		50.38	97.419998	2357.030029
18/05/17	944.75	384		50.5	97.879997	2365.719971
19/05/17	951.75	390.25		51.45	97.150002	2381.72998
22/05/17	956.25	392.75		51.95	96.980003	2394.02002
23/05/17	948.5	387.75		52.22	97.349998	2398.419922
24/05/17	948	389.75		52.01	97.239998	2404.389893
25/05/17	939.25	387.5		49.64	97.25		2415.070068
26/05/17	929.25	392.5		50.49	97.400002	2415.820068
30/05/17	919.75	385.75		50.37	97.279999	2412.909912
31/05/17	918.25	391		49.01	96.919998	2411.800049
01/06/17	917.75	389.25		49.1	97.199997	2430.060059
02/06/17	925.5	391		48.37	96.720001	2439.070068
05/06/17	928	392		48.06	96.800003	2436.100098
06/06/17	931.75	395.75		48.76	96.639999	2429.330078
07/06/17	935.75	402.5		46.66	96.75		2433.139893
08/06/17	943.75	403.75		46.6	96.919998	2433.790039
09/06/17	948.25	406		46.76	97.269997	2431.77002
12/06/17	938.25	395.5		46.96	97.139999	2429.389893
13/06/17	939	399		47.27	96.980003	2440.350098
14/06/17	939	395.5		45.58	96.940002	2437.919922
15/06/17	944	397.75		45.41	97.43		2432.459961
16/06/17	950	402		45.67	97.160004	2433.149902
19/06/17	948.5	393.25		45.19	97.529999	2453.459961
20/06/17	938.75	388		44.3	97.75		2437.030029
21/06/17	927.75	386.75		43.22	97.559998	2435.610107
22/06/17	913.25	380.75		43.45	97.540001	2434.5
23/06/17	911	375.25		43.79	97.300003	2438.300049
26/06/17	913.75	377		44.11	97.43		2439.070068
27/06/17	917.5	377.5		45.01	96.470001	2419.379883
28/06/17	921.75	376.25		45.51	96.050003	2440.689941
29/06/17	924.75	380		45.72	95.629997	2419.699951
30/06/17	954.75	392		46.77	95.660004	2423.409912
03/07/17	980.75	399.25		47.74	96.199997	2429.01001
05/07/17	994.25	404		45.81	96.290001	2432.540039
06/07/17	999.25	402.75		46.13	95.82		2409.75
07/07/17	1015.5	404.75		44.8	96.010002	2425.179932
10/07/17	1039.25	414.75		45.04	96.050003	2427.429932
11/07/17	1043.25	414.25		45.65	95.739998	2425.530029
12/07/17	1034	398.75		46.01	95.790001	2443.25
13/07/17	987.5	383		46.59	95.730003	2447.830078
14/07/17	1001.5	389.5		47.12	95.110001	2459.27002
17/07/17	997.5	388		46.64	95.129997	2459.139893
18/07/17	1001.75	390.75		46.99	94.660004	2460.610107
19/07/17	1012.5	396.25		47.73	94.800003	2473.830078
20/07/17	1027.0	404.75		47.34	94.269997	2473.449951
21/07/17	1022.25	393.5		46.19	93.940002	2472.540039
24/07/17	1010	390.75		46.72	93.980003	2469.909912
25/07/17	992.75	382.25		48.19	94.050003	2477.129883
26/07/17	1000.25	386		48.99	93.669998	2477.830078
27/07/17	1007.5	387.75		49.32	93.860001	2475.419922
28/07/17	1013	388		49.93	93.260002	2472.100098
31/07/17	1007.25	384.75		50.37	92.860001	2470.300049
01/08/17	971.75	376.5		49.43	93.029999	2476.350098
02/08/17	977.5	379		49.87	92.830002	2477.570068
03/08/17	960.5	377.75		49.34	92.809998	2472.159912
04/08/17	956.75	381		49.88	93.540001	2476.830078
07/08/17	969.75	386.75		49.75	93.43		2480.909912
08/08/17	973.25	383.75		49.52	93.639999	2474.919922
09/08/17	973.25	386.25		49.87	93.519997	2474.02002
10/08/17	940.25	371		48.88	93.400002	2438.209961
11/08/17	945	374.75		49.11	93.07		2441.320068
14/08/17	938.25	376.25		47.88	93.459999	2465.840088
15/08/17	924.25	368.5		47.84	93.849998	2464.610107
16/08/17	925.25	366.5		47.1	93.489998	2468.110107
17/08/17	933	364.25		47.4	93.620003	2430.01001
18/08/17	937.75	365.75		48.82	93.43		2425.550049
21/08/17	936.25	363		47.68	93.099998	2428.370117
22/08/17	937.5	360		48.02	93.550003	2452.51001
23/08/17	938	355.75		48.62	93.150002	2444.040039
24/08/17	946.5	356.25		47.7	93.279999	2438.969971
25/08/17	944.5	353.5		48.12	92.739998	2443.050049
28/08/17	941.25	351		46.96	92.209999	2444.23999
29/08/17	937.25	348.75		47	92.349998	2446.300049
30/08/17	933.25	345.5		46.51	92.93		2457.590088
31/08/17	945.25	357.75		47.96	92.669998	2471.649902
01/09/17	949.5	355.25		47.99	92.809998	2476.550049
05/09/17	968.5	358.5		49.14	92.309998	2457.850098
06/09/17	971	361		49.62	92.290001	2465.540039
07/09/17	968.75	355.25		49.53	91.529999	2465.100098
08/09/17	962	356.75		48.06	91.330002	2461.429932
11/09/17	960	357.5		48.62	91.940002	2488.110107
12/09/17	950.5	351.5		48.75	91.910004	2496.47998
13/09/17	960.5	351.5		49.75	92.519997	2498.370117
14/09/17	976	354.25		50.35	92.120003	2495.620117
15/09/17	968.75	354.75		50.44	91.870003	2500.22998
18/09/17	967.75	351.5		50.35	92.050003	2503.870117
19/09/17	965.5	348.25		49.9	91.790001	2506.649902
20/09/17	970	350		50.69	92.510002	2508.23999
21/09/17	970.75	350.25		50.55	92.260002	2500.600098
22/09/17	984.25	353.5		50.66	92.169998	2502.219971
25/09/17	971.25	353.75		52.22	92.650002	2496.659912
26/09/17	963.5	352.25		51.88	92.970001	2496.840088
27/09/17	965.5	354		52.14	93.440002	2507.040039
28/09/17	959.5	352.5		51.56	93.089996	2510.060059
29/09/17	968.25	355.25		51.67	93.080002	2519.360107
02/10/17	957.25	351.5		50.58	93.559998	2529.120117
03/10/17	955.25	349.5		50.42	93.57		2534.580078
04/10/17	958.25	348.25		49.98	93.459999	2537.73999
05/10/17	968.25	349.5		50.79	93.959999	2552.070068
06/10/17	972.25	350		49.29	93.800003	2549.330078
09/10/17	966.75	349.5		49.58	93.739998	2544.72998
10/10/17	966	349.25		50.92	93.290001	2550.639893
11/10/17	965.25	346		51.3	92.959999	2555.23999
12/10/17	992	349		50.6	93.120003	2550.929932
13/10/17	1000.25	352.75		51.45	93.089996	2553.169922
16/10/17	991	350.5		51.87	93.279999	2557.639893
17/10/17	984.75	350		51.88	93.489998	2559.360107
18/10/17	984.25	348.5		52.04	93.360001	2561.26001
19/10/17	986.5	349		51.29	93.269997	2562.100098
20/10/17	978.75	344.5		51.47	93.699997	2575.209961
